Group,Title,comment_type,comment_id_key,parent_id_key,comment,author,date,likes,sentiment_label,max_emotion,max_emotion_score
NewJeans,Supernatural (Part.1),node,UgxvjyRl5ZxGysWoBFF4AaABAg,,뭐랄까 8-90년대 일본 음악을 존중해주며 한 일 양국이 공감할수 있고 각국의 음악을 통합하는 추억의 기역조작 그룹ㅎ,@야옹야옹-y2l,2024-06-24T00:38:10Z,10,2,감동/감탄,0.9083148241043091
NewJeans,Attention,node,UgxVYdduLkWbgZcioEN4AaABAg,,와 역시 민희진,@xxxx.2269,2022-07-23T16:31:47Z,2,2,감동/감탄,0.9835041761398315
NewJeans,Bubble Gum,node,UgykcfGg5Jw-kxMIhYh4AaABAg,,혹시 이거 음원은 언제나오나요?ㅠㅠ 지니 검색했는데 안나오네요,@낮인,2024-04-28T06:11:07Z,1,0,안타까움/실망,0.8967205286026001
NewJeans,Supernatural (Part.1),node,Ugz93AQgBo1Q9n4rkst4AaABAg,,이 노래에서 헤어나올수가 없다,@미정아연락해,2024-07-01T03:17:07Z,15,2,감동/감탄,0.9626442193984985
NewJeans,Bubble Gum,node,Ugx-BjPUdrRWDJlDsD54AaABAg,,뉴진스 화이팅이야 사랑해,@burooong,2024-04-26T15:22:40Z,1,2,아껴주는,0.9423618912696838
NewJeans,Supernatural (Part.1),node,UgzGmCxjLh_G2s9vysR4AaABAg,,오늘도 퇴근송은 기분 좋고 신나게 수퍼내추럴,@zzinn-yx1xq,2024-06-27T09:55:02Z,9,2,기쁨,0.9295751452445984
NewJeans,Bubble Gum,node,UgypKsbOYGw2imJVq0J4AaABAg,,민다르크때문에 여돌 뮤비 처음본다ㅋㅋ,@주인-n2s,2024-04-27T08:43:50Z,7,2,즐거움/신남,0.9508418440818787
NewJeans,How Sweet,reply,,UgzN0WMWKCESY_miEBx4AaABAg,@@왓더퍽-z2z 추이브 검색,@yygvdjj6558,2024-05-28T09:31:17Z,2,1,없음,0.9390913248062134
NewJeans,OMG,node,UgwEp5NDwQElQCUVHMZ4AaABAg,,멍청한 사람이 신념을 가지면 위험한 이유,@응가-y8w,2024-04-28T16:14:22Z,13,0,증오/혐오,0.9470936059951782
NewJeans,How Sweet,node,UgzVcaC_RT8FT-7zG114AaABAg,,뉴진스 콜라 보,@awanderingguest.,2024-05-24T14:39:28Z,0,1,없음,0.9510307908058167
NewJeans,How Sweet,reply,,Ugzl06drOxuypqPwoMd4AaABAg,좋네요,@Choon-s2l,2024-05-29T09:02:57Z,1,2,기쁨,0.8775604367256165
NewJeans,How Sweet,node,Ugx44JLFWaCigQbsjSN4AaABAg,,세상을 아름다워 보이게 하는 뉴진스의 하우스윗버블검,@AruLee-cp1uj,2024-06-04T22:45:00Z,35,1,없음,0.8131020665168762
NewJeans,Bubble Gum,reply,,UgyPVxTlWIf3I0HanjR4AaABAg,응 표절 아니래ㅋㅋㅋㅋㅋㅋ,@GAN-SUNSENG,2024-05-14T22:17:11Z,1,0,어이없음,0.9528907537460327
NewJeans,OMG,node,UgzD0c5Mnm6RFAsBit54AaABAg,,나 오늘 똥쌌다?,@Lee-bo2sl,2024-04-28T15:58:32Z,2,0,당황/난처,0.8709017038345337
NewJeans,Ditto (side B),node,Ugz2MldWNIVKMnB5svh4AaABAg,,첫 도입부가 bts run같애,@김현우-m3x3k,2022-12-29T00:21:56Z,0,2,신기함/관심,0.8947749137878418
NewJeans,OMG,reply,,UgzzagiZeKv7RxgLipN4AaABAg,민희진 하이브 단월드 김정주 박지원 이런거 들어가면 더 빨리 삭제됩니당 ㅋㅋㅋㅋ 해보세요,@janjan0786,2024-04-28T13:17:44Z,1,2,즐거움/신남,0.8422737121582031
NewJeans,OMG,node,Ugx5g6eYm4GY7hCKu-14AaABAg,,와씨 방시혁 소름이다;; 사이비를 어떻게 대중가요에 넣을 생각을 했지?,@배지우-l1w,2024-04-28T14:02:02Z,7,1,놀람,0.9569494128227234
NewJeans,Ditto (side B),node,UgxEX9ui08RfbTPqRtZ4AaABAg,,와ㅠㅠ 나 20 분 기다림,@뽁이-r4p,2022-12-19T09:07:09Z,1,0,짜증,0.8519179821014404
NewJeans,OMG,node,Ugwy8YRtbvySoveHZB94AaABAg,,와 진짜 실시간으로 사라진다 신기해 ㅋㅋㅋ,@user-lalalaldduggi,2024-04-28T08:47:54Z,19,1,놀람,0.9579057693481445
NewJeans,OMG,node,Ugwu4SDVeacO9MS_uDF4AaABAg,,삭제하지마세요,@aiw4770,2024-04-28T15:38:56Z,12,0,불안/걱정,0.7379664778709412
NewJeans,Bubble Gum,node,Ugw7eL4DxyVy3l2fNaF4AaABAg,,뉴진스 좋아,@dools-v2z,2024-04-28T08:28:29Z,1,2,기쁨,0.8462176322937012
NewJeans,Ditto (side B),node,UgxMkvDP-jqAs_aDqQJ4AaABAg,,[timecode] 우리 오늘 뭐 연습 해야해요? 민지 : (곰인형 건네며) 이거. 개소름이다 진짜.......,@지연-o8v,2024-04-29T11:37:11Z,83,1,놀람,0.9474973678588867
NewJeans,Bubble Gum,node,UgzSWzzJ_s15Y05feKZ4AaABAg,,이 갬성 좋다.. 뉴진스 팬 아니었는데 이번 민희진님 영상보고 얼마나 정성들이고 가족처럼 챙겨줬는지 알게되어 팬되었어요,@honeytippp,2024-04-26T21:21:54Z,27,2,감동/감탄,0.98406583070755
NewJeans,OMG,node,UgynmLNGVIvSRRoRnKd4AaABAg,,내가 네 곁으로 지나갈 때에 네가 피투성이가 되어 발짓하는 것을 보고 네게 이르기를 너는 피투성이라도 살아 있으라 다시 이르기를 너는 피투성이라도 살아 있으라 하고 [에스겔16:6] 기도할게요!!,@user-ox9rq3kc7d,2024-04-28T23:16:35Z,6,2,아껴주는,0.8647109866142273
NewJeans,Zero,node,UgytPb4HRY3O3_SQyLt4AaABAg,,이거볼려하는대 보자마자 뉴진스 코카콜라광고뜸,@Mel_Reaper,2023-04-21T22:37:54Z,1,0,어이없음,0.7917590737342834
NewJeans,How Sweet,reply,,UgxRPZe1T3eumY_rNQx4AaABAg,대만에 여행 다녀온 것이 좋은 추억으로 남아있어요. 뮤비의 촬영 장소가 대만이라서 더 반가웠습니다. 반가워요 대만 친구!,@nyanyanghot,2024-05-25T04:57:34Z,0,2,기쁨,0.9526545405387878
NewJeans,OMG,node,Ugwq3Zj8hjTPZ57UNwl4AaABAg,,여러분 장기전입니다 지지마요,@완소훈녀얼짱,2024-08-28T00:47:14Z,4,1,비장함,0.9104668498039246
NewJeans,OMG,node,Ugz0LIDK98g5KaGuKQp4AaABAg,,나 세상이 너무 무섭고 목이 메이는데 이 사람들은 어떻게 견딘걸까,@user_blue-wave,2024-04-28T10:23:45Z,7,0,불안/걱정,0.8542383909225464
NewJeans,OMG,node,UgzY4fK_D30Xmbdhr8Z4AaABAg,,민희진! 민희진! 민희진! 민희진! 민희진! 민희진! 미니진,@구글일해라,2024-04-28T14:31:21Z,3,2,즐거움/신남,0.8359445929527283
NewJeans,OMG,node,UgzlyUS6FC4Y-8ikGXp4AaABAg,,이 댓글 복사해서 퍼뜨려주세요 민희진(어도어 대표) 주주총회 4월 30일입니다. 며칠 안 남았어요. 4월 30일은 마녀를 화형하는 날인 발푸르기스의 밤으로도 불립니다. 민희진 위험할 수도 있어요. OMG 스밍도 해주세요!!,@연우-q9d,2024-04-28T13:34:37Z,9,2,기대감,0.9586129188537598
NewJeans,New Jeans,node,UgyyBtG23CcNzc4kJK94AaABAg,,처음부터 끝까지 그냥 일러스트며 스토리며 뮤비며 다 너무 귀여운데 멜로디 고급지고 세련돼서 짱ㅠㅠ 요즘 슈퍼샤이랑 같이 이 노래두 많이 들음,@crszn,2023-07-11T11:49:39Z,6,2,감동/감탄,0.9540391564369202
NewJeans,OMG,node,UgxB_L9Q79o8yCw6NNp4AaABAg,,님들 단월드 검색하고 위키백과들어가봐요 ㅈㄴ무서워ㅠㅜㅜㅠㅠㅠㅠ,@Pporae,2024-04-28T05:12:24Z,10,0,불안/걱정,0.7873067259788513
NewJeans,Zero,node,UgzG35Rfr1r-HRcJ93F4AaABAg,,뉴진스좋아요,@Exciting_Friday,2023-04-03T09:24:36Z,3,2,기쁨,0.7514559626579285
NewJeans,Attention,node,Ugy2u_Ew9uwq-w4XSpV4AaABAg,,마치..모든게 정화되는 느낌이다.. 소름이 돋는다...........천사가 분명해..,@새벽-w4d,2023-07-23T16:01:56Z,1,2,감동/감탄,0.9845463037490845
NewJeans,OMG,reply,,Ugzs9A2LGBucEvdJjKF4AaABAg,여초식 망상 섞인 것도 맞는 데 하이브가 단월드랑 관련없다는 증거도 없잖아 한 소속사에서 이렇게 많은 말이 나오는 게 안 이상함?,@RHOSUNGKWON,2024-04-29T08:41:50Z,0,0,어이없음,0.9481651782989502
NewJeans,Zero,node,Ugw548nfN40iPSLDgCN4AaABAg,,뮤비도 그렇고 음원도 그렇고 제목 옆에 코카콜라 cm송이라고 붙이면 안 되나?? 야놀자 대성마이맥처럼 그냥 광고송인데 모르고 욕하는 사람이 많네;;,@햐-w4p,2023-04-04T05:54:02Z,1,0,어이없음,0.9685311317443848
NewJeans,OMG,reply,,UgwbU8TpVdT81YkQwRd4AaABAg,단월드 사이비아니라고 너 댓글 지워라 ㅋ,@nmnmnnmnbnmnnnnnmnnnnnnnbb5645,2024-04-28T23:45:42Z,0,0,어이없음,0.9130100011825562
NewJeans,Supernatural (Part.2),node,UgzzgL_chczc7hw3K754AaABAg,,[timecode] 여기서부터 다들 날라댕기네 ㅋㅋㅋㅋㅋㅋ 겁나 좋다,@아힘들어-f2x,2024-07-04T16:49:11Z,37,2,즐거움/신남,0.9793409705162048
NewJeans,OMG,node,Ugy4K1vxovVW0rJvgy94AaABAg,,계속 지워봐라 우린 계속 쓸거니까 하이브 방시혁 새끼들아,@chldntlrdl,2024-04-28T11:10:31Z,4,0,화남/분노,0.9363135099411011
NewJeans,Hype Boy' Official MV (DANIELLE&HAERIN ver.),node,Ugx0lpcsGBf2VqYU52d4AaABAg,,특별한게 있는 신인 노래도 무한반복 하게 하네요 우연히 알고리즘 떠서 들었는데 넘 좋네요~~,@Psy952,2022-07-28T23:25:03Z,6,2,감동/감탄,0.9682878851890564
NewJeans,OMG,node,UgzYCrg_OHQB1IE7B9l4AaABAg,,1위가자1위가자1위가자1위가자1위가자1위가자1위가자1위가자1위가자1위가자1위가자1위가자1위가자1위가자1위가자11위가자1위가자1위가자1위가자1위가자1위가자1위가자1위가자1위가자1위가자1위가자1위가자1위가자1위가자1위가자1위가자,@쿼카-o6k,2024-04-30T02:30:21Z,9,2,즐거움/신남,0.8786142468452454
NewJeans,OMG,node,UgyUWR5Bejft4qC9Reh4AaABAg,,실시간으로 서버오류 참나 뭐냐고,@김수연-c4c2z,2024-04-28T14:51:37Z,8,0,불평/불만,0.9838084578514099
NewJeans,Bubble Gum,node,UgxLyujpGVvBKme-BTl4AaABAg,,왤케 눈물날거같지 민희진 뉴진스 서로 사랑하게해주세요,@zzangriot4998,2024-04-27T04:47:17Z,401,2,아껴주는,0.9274195432662964
NewJeans,Bubble Gum,node,Ugw7KNqQgmWiCSOy0SN4AaABAg,,노래 좋아 근데 뭐라는지모르겠음 하나도 ㅋㅋ,@엄습카트,2024-04-27T03:09:46Z,1,0,어이없음,0.7411872744560242
NewJeans,OMG,node,UgxoAFsLkJ3iOPklLht4AaABAg,,[timecode] 신도가 되려고 그쪽(단월드) 방향으로 지하철타고 가고 있는 혜인 (오른쪽 맨 위에 작게 ‘신도’라고 써있음 [timecode] 혜인을 구하려하는 다니엘(천사) [timecode] 다니엘(천사) 죽음 [timecode] 결국 곰(환웅)한테 포교된 혜인(신도) 곰 승리 다니엘은 기독교 이름이고 ‘하나님이 나의 심판자’라는 뜻을 갖고 있음 [timecode] 여기 다른 것들은 다 동화인데 마지막에 The Revenant는 곰하고 싸워서 곰 죽이는 내용임,@성이름-t1j9o,2024-04-28T17:53:14Z,219,1,없음,0.9323022961616516
NewJeans,OMG,node,UgzgNsOOPcKLVaFHjQV4AaABAg,,단월드의 진짜 목적은 단순한 문화 사업(돈 벌기)이 아닌것같습니다. 단월드가 단군과 마고신(한국 토속신앙의 창조신)를 숭배하는 이유는 일선 동조론의 일환임 일선 동조론이란? 일본민족과 한국민족이 하나의 조상이라는 주장. 즉 원래부터 하나의 민족이었으니 일제가 한국을 지배하는 것은 정당하다는 주장으로 일본민족에 한국민족을 흡수하려 하려는 것. 친일파가 일본을 위해 자국의 신을 더럽히고 욕받이 시키 는데 (파묘와 비수한 연막 작전) 예로부터 단군이 많이 이용되었음. 단군이 많이 이용된 이유?? 단군신화 - 백제 이전엔 역사란 게 없던 일본의 발작 버튼 (조선이 일본보다 역사가 깊다는 것에 대한 시기) 실제로 천공도 본인이 단군이라고 말함. 천공(윤스 비선실세)=단월드 출신 도사로 한국은 일본 에 감사해야한다며 일본 천황을 위해 눈물흘리며 노래를 부르는 현대판 매국노. (천공은 일본의 주신이자 일본 황실의 황조신인 아마테라스 오오카미를 믿으며 대한민국을 통채 공양하여 명부를 통해 바칠때까지 모든 힘을 바치겠다고 선언까지 함) 천공이 믿는 아마테라스 오오카미의 동생인 츠쿠요미 (달의 신)와 스사노오(바다의 남신)를 츠쿠요미 - 마고신 스사노오 - 단군으로 둔갑시켜 추앙하는게 단월드. 실제로 미국 세도나에 설치했던 마고 여신상이 머리에 초승달을 달고 있어서 문제가 됐음 설치한 여신상이 마고신 (한국 신화의 창조신)아니라 일본의 신인 츠쿠요미(달의 신)였다는 것. 단월드의 진짜 목적은 한일통합 및 한국을 일본의 음지(츠쿠요미)의 땅으로 만드는 것 이번에 일본인들 독도에 여권 없이도 올 수 있도록 일본과 출입국 간소화 추진하는 게 시작인 듯. 부디 관심 갖고 지켜봐 주세요 참고로 내년인 2025년은 을사년입니다. (을사늑약 잊지맙시다.) + 민희진 프로젝트 1945 단순히 ㅎㅇㅂ에서 독립하려고 쓴 이름이라 생각했는데 단순한 사이비가 아닌 사이비+친일반역자인 매국노인 하이브(단월드)를 일제로 비유해 한국이 일제에서 해방된 1945년을 차용한 거 아닐까 싶음. +Ban JiYeon 유튜브 계정에 민희진이 하이브 친일관련 힌트를 남겨놓았으니 꼭 들어가보세요. +르세라핌 UNFORGIVEN TRAILER Burn the Bridge 뮤비도 봐주세요(하이브 매국의 중요증거임) *딴분 댓글복붙. 이 글은 복사된 글 입니다 위의 글복사해서 퍼뜨려주세요. 민희진 프로젝트 이름이 프로젝트 1945인 이유를 알겠음(1945광복). 하이브가 대놓고 친일매국임. 음모론같다고 무관심하지말고 친일매국 관련된건 원래 세세히 파고들어봐야함. 우린 식민지 피해를 받은 나라잖아. 이런건 예민하게 받아들여야하는게 당연함.,@youtubegyejeong,2024-05-06T02:19:57Z,12,0,화남/분노,0.8610138297080994
NewJeans,OMG,node,UgzoATqHKKzRwp35XIh4AaABAg,,단월드에서 하는 기체조명상이 mk울트라 프로젝트임 마컨이라고 하지 다른 사람의 생각을 조종하는건데 뉴진스의 겟업이 나오고 나서 일어난 칼부림 사건들을 생각해봐. 사람들이 그 가사를 정확히 따라 부르기 시작하면 우리가 사는 현실 세상에 끔찍한 일이 일어난다. 이것또한 인신 제사이다.,@메론빵-w8x,2024-05-03T16:18:28Z,2,0,공포/무서움,0.7502091526985168
NewJeans,ETA,node,Ugys16BVbvpAcCb5ZxR4AaABAg,,즐거우세요?,@뾰족머리삼돌이-l5q,2024-04-28T14:47:22Z,17,0,어이없음,0.6294124126434326
NewJeans,Cool With You' & 'Get Up' (side B),node,UgzlI5Ud7hL2APQ3RK94AaABAg,,연출 노래 춤 분위기 모든게 좋았습니다... 신우석 감독님의 뮤비는 보면 볼수록 너무 좋네요,@manblack-ni3wg,2023-07-19T15:10:21Z,0,2,감동/감탄,0.9808371663093567
NewJeans,Attention,node,Ugy4azqKWYqSofZ-MH54AaABAg,,후렴구 너무 좋고 진짜 너무들 이쁘다.....ㄷㄷㄷ,@digbynam2923,2022-07-29T10:52:19Z,8,2,흐뭇함(귀여움/예쁨),0.9577358365058899
NewJeans,Hype Boy' Official MV (MINJI ver.),node,UgzrvEa6C9XFgRO2Lhl4AaABAg,,진짜 상큼 풋풋 러블리 그자체네..걍 기분좋음,@김마토-v9p,2023-06-01T14:46:17Z,0,2,기쁨,0.928619921207428
NewJeans,ETA,node,UgxspPtC5GlKjF83QbZ4AaABAg,,여러분 독도에 관해서도 관심가져주세요!! 일본인이 여권 없이 독도에서 갈 수 있는 방안을 정부에서 추진 중이라고 합니다. 하이브 사이비 방시혁 단월드로 난리남. 근데 대통령 관련 사이비 천공이 단월드 출신 근데 굥교롭게도 주민등록 출입국 간소화가 터짐. 더 굥교롭게도 내년인 2025년 을사년을 대통령이 강조함!!!!!!! 요약 : 정부와 사이비들이 한국 민증 일본에 팔아먹고 내년 을사조약 밑밥 까는 중 (대통령의 그분이 단월드 출신. 이 두 사건은 연결되어 있습니다.),@여운하-c4r,2024-04-29T08:26:47Z,10,0,화남/분노,0.968008279800415
NewJeans,Hype Boy' Official MV (DANIELLE&HAERIN ver.),node,UgxAKtBuO9E0bK6cde54AaABAg,,[timecode] 모다니 개 이뻐서 온몸에 소름이 쫙끼침,@오니기리-h8l,2024-04-30T16:35:59Z,13,2,감동/감탄,0.9159659147262573
NewJeans,Supernatural (Part.1),node,UgyyobVzWiPx0hWBfil4AaABAg,,달려라 뉴진스~~~~~,@new_jeans_friend,2024-06-21T04:02:17Z,0,2,기대감,0.9060079455375671
NewJeans,How Sweet,node,UgykI8hmDOcQYA8YYuR4AaABAg,,진짜 뉴진스와 민대표 제작팀은 아티스트라 불리는데 손색이 없습니다.,@그러면안돼요-e3t,2024-05-24T07:17:19Z,111,2,감동/감탄,0.9775339365005493
NewJeans,Bubble Gum,node,Ugxb7dFbL1wx6YN9rol4AaABAg,,민희진님. 기운내세요. 팬들이 응원합니다,@하우스-d1t,2024-04-27T14:04:42Z,3,2,아껴주는,0.9507046341896057
NewJeans,Cool With You' & 'Get Up' (side B),node,UgzHUyG6umnpF_FIT4R4AaABAg,,키야 ㅋㅋ,@z3dd602,2023-07-19T19:20:03Z,0,1,놀람,0.8938446640968323
NewJeans,Bubble Gum,node,UgwIuc9m7-Qtx_70gU54AaABAg,,2024년도의 난. 정말 행복하다. 뉴진스라는 대한민국 그룹의 탄생부터 그들의 모든 노래들을 실시간으로 듣고 있다. 만약 100년 전에 혹은 100년 뒤에 태어났다면 이런 행운은 누릴 수가 없겠지. 나 정말 행운인 사람이었어.,@dollbi5,2024-04-28T00:57:03Z,25,2,기쁨,0.9697933793067932
NewJeans,ASAP,node,Ugya9ZEv-w3XAOea_r14AaABAg,,민희진뉴진스버니즈신우석 힘내자,@shinibi,2024-09-11T06:23:03Z,5,2,아껴주는,0.9213767051696777
NewJeans,New Jeans,node,UgwtaAqH4n99OoWP9mV4AaABAg,,Omg 나는 그것을 좋아했다 나는 그것을 정말로 좋아했고 그들은 내가 좋아하는 두 가지를 모았습니다.,@luishabidespino2652,2023-07-06T15:10:56Z,0,2,즐거움/신남,0.9313569068908691
NewJeans,OMG,node,UgwJ-1FTc1Qz54gTIf94AaABAg,,천벌로 심판받고 싶은 단월드 신자라면 삭제 정리글이 너무 빨리 삭제되는 거 같군요. 복붙해서 계속뿌리겠습니다. 우리는 굴복 안합니다. 정상인들은 니들 ㅅ ㅏ ㅇ ㅣ ㅂ ㅣ인 거 다 알아요. 손바닥으로 하늘을 가려라 I. 하이브 사이비 일단 하이브가 단월드라는 사이비를 믿고 있음 단월드는 대충 단군신화 믿는 사이비임 그리고 대충 넘어가서? 여자친구 앨범명 중에 발푸르기스의 밤이 있는데 발푸르기스의 밤 뜻이 마녀들을 죽인다는 것 발푸르기스의 밤은 4.30에 시작해서 5.1에 끝남 여자친구는 5.1에 마고 발매 후 해체. 그리고 다음년도 5.2에 천사를 뜻하는 세라핌 그니까 르세라핌을 데뷔시킴. 결론은 마녀=여자친구(해체 천사=르세라핌(데뷔 2. 뉴진스 다니엘 이름 뜻 심판 재판? 그런 뜻. 애초에 기독교 이름임 방시혁이 진짜 죽어도 데뷔 안시키려 했던 이유가 이름 뜻때문임 - 본인들은 단월드를 믿으니까요 I 뉴진스 오엠지 가사 중에 단 너뿐이야 가사 나옴 여기서 단=단월드임ㅇㅇ 저 가사 넣은 이유가 방시혁이 민희진한테 찬양가 하나 만들라고 시켰다나 쨌든 그렇대요 근데 뉴진스 뮤비 장소는 정신병원 그리고 유일하게 기독교 이름이었단 다니엘만 정상으로 나와서 여기(하이브)서 탈출하자고 함 뮤비 마지막 멤버들 전체 다 엠뷸런스 타고 탈출하긴 함! 이 뮤비가 오엠지 노래 약간 반항하려고 만든거라서 방시혁이 톡으로 겁나 뭐라고 함ㅋㅋ 3. ETA 가사 내 생일파티에 너만 못온 그날 = 방시혁은 뉴진스 데뷔 축하 안함 혜진이가 엄청 혼났던 그날 = 혜진(민희진) 하이브에서 깨진 날 지원이가 여친이랑 헤어진 그날 = 박지원이 여자친구)그룹) 해체시킴 너는 멋있는 옷을 입고 그날 = 멋있는 옷 르세라핌에 들뜬 방시혁 4. 민희진 이 모든 것을 다 알고 있었음 그래서 뉴진스랑 어도어만 데리고 하이브에서 나오려고 한 것 그 기자회견인가 그때 울다가 내가 왜죽어 한 그것도 다 단월드 때문 + CBS 인터뷰만 한 이유 기독교 방송이기도 하고 신천지 때 다큐를 뼈갈아서 만든 방송사이기 때문임 말을 자유롭게 다 할 수 있음 5. 아일릿 마그네틱 단월드 명상인가 그것중에 자기명상 책이 있대요 제 I장 우리는 마그네틱 세상에 산다 그리고 가사들을 기도문 형식으로 바꾸면 단월드 기도랑 똑같아짐 하이라이트 이상한 손안무도 단월드 손운동에서 따온거임 6.메리크리스마스 메리 크리스마스 기독교랑 천주교에서 하는 말이라서 하이브 아티들 싹 다 해피홀리데이라고 함 하이브에서 금지시킨듯 7. 글로벌사이버대학교 단월드 재단 학교임 방탄도 건국대? 다니던 진 빼고 6명 다 저기 나옴 투바투 연준 수빈도 저기 다님 추석 인사 때 글사대 다니는 수빈 연준만 한복에 삼족오인가 그거 달고 나옴 뮤비타임라인입니다. 복사하고 싶은 분들은 제 글 캡처해서 파파고나 구글번역기에서 사진 - 전체선택으로 텍스트 뽑으실 수 있습니다. 정리글 화력에 도와주세요. 우리는 사이비한테 굴복안합니다. 가사-단너뿐이야 곰-단군 신화를 차용한 단월드 신앙의 상징 다니엘-성경에서 하나님의 심판자 천사를 의미 [timecode] 상담해주는의사 [timecode]  [timecode] . 곰이 의사로 치환되는 연출. 또 치환 된 후에 의사는 인형처럼 아무런 표정이 없음 의사는 사내상담자이면서 단월드측 감시자를 대변하는 인물 임(병동장면 곳곳에서 곰인형이 포착됨=사내에 감시자가 있다) [timecode] - 동화의 마지막 목차 theRevenant (곰한테 사지 찢긴 주인공이 투항해서 살아남는 내용의 책) [timecode] - 신도가 의도적으로 화면에 걸린 연출과 함께 거기타고있는 혜인 [timecode] - 심판자 다니엘과 다니엘을 뒤로하고 도망치듯 나가는 혜인 성냥팔이 소녀의 모습을 한 혜인이촛불을 켜자 사과가보임(*성냥팔이소녀:촛불을 켜면 자신의 이상이 반영된 환상이보이는 동화*사과:유혹 독 선악과상징) 결국 사과를 베어 물고 쓰러진 혜인 구하러가는 다니엘 (하나님의 심판자 천사) [timecode] - 죽은 다니엘과 쓰러진 혜인 그리고 곰(단월드상징) 정신병원과 관계자-단월드와 신도 의사 단월드의 눈(감시자) 정신병원에서 뉴진스는 단 너뿐이야 단신 찬양노래를 부르는환자로 묘사됨 [timecode] 다니엘의 발언 얘들아 이거 뮤직비디오 촬영이야우리는 연기를하고있다 이 노래는 우리(뉴진스 민희진)의 의지가 아니다 [timecode] - 침묵하는 관계자(단월드 사상을 주입하고 외압을 넣어이런노래를 만들도록 지시한 하·브) [timecode] 잘보면 하니가 단월드에 단을 쳤음 그리고 식인종이라고 침 우리가 몰라줘서 미안해 뉴진스 [timecode] 사용자 리스트 맨 위에는 뉴진스 인데 바로 아래에 보이는 사진은 여자친구라고 하네요,@그냥-p4y5c,2024-04-29T14:40:23Z,9,0,어이없음,0.9004347920417786
NewJeans,Bubble Gum,node,UgwKVUdwNGWVf3KW0gx4AaABAg,,해린이 1:49초 버블검 무대에서 어떻게 할지 너무 궁금하다.. 너무 귀여울 듯..,@갱이-m8u,2024-04-28T14:25:42Z,3,2,기대감,0.8140850067138672
NewJeans,ETA,node,UgzrbRglId3QcarVn9x4AaABAg,,삼성 뭐하고 있었늬?,@blossomcheory8256,2023-08-09T13:30:14Z,1,0,어이없음,0.8741581439971924
NewJeans,Bubble Gum,node,UgwZLleoNvSn6qzJgDF4AaABAg,,얘들아 정말 사랑해,@ehdus-ty3po,2024-04-29T20:01:59Z,3,2,아껴주는,0.935864269733429
NewJeans,OMG,node,UgzX9fKrdbIZuKjkwPh4AaABAg,,하 무슨 꼬꼬무에 나올 법한 일이 실시간으로 일어나고 있네 개소름돋는다 진짜,@dongdong__559,2024-04-28T11:47:31Z,135,0,경악,0.9247727394104004
NewJeans,Cool With You' (side A),node,UgyoBhVeD32JqAInipF4AaABAg,,우와~내가 머리가 나뿐가?누가 설명좀내 뉸엔 상쳐받아 죽은 처녀 귀신이 붙어 가위 눌려 있는 영상으로 보인다,@부추전-c3q,2023-07-19T15:18:07Z,0,0,어이없음,0.9023092985153198
NewJeans,Bubble Gum,reply,,UgztWLgPfaw8YOQaBWJ4AaABAg,뉴진스의 민희진 프로듀서가 10대 후반에 보여줄 수 있는 자연스러움을 담았다면 아일릿을 프로듀싱한 방시혁 의장은 1990년대 S.E.S. 핑클을 표방하는 ‘몽환 청순’을 전면에 꺼내 요즘 트렌드와 섞은 것으로 보인다. 하이브는 “아일릿의 음악 퍼포먼스 비주얼 콘셉트 프로모션 전략 어느 하나 허투루 기획되지 않았다. 사전 프로모션 단계부터 지금까지 철저했다. 이들의 노래는 요즘 유행하는 세련된 음악 같기도 하고 과거의 향수를 자극하기도 해 폭넓은 연령대가 들을 수 있다”고 부연했다 하이부축 인터뷰인데 뉴진스 데뷔때 들었던 기사내용이랑 똑같지 않냐?? ㅋㅋㅋ,@로또-r5m,2024-07-18T06:02:22Z,2,2,신기함/관심,0.7978653311729431
NewJeans,OMG,reply,,UgwEyLZKDwzq09R3EqR4AaABAg,댓글알바 불쌍해.....,@사람-g4q9e,2024-04-28T16:37:55Z,2,0,불쌍함/연민,0.8887909650802612
NewJeans,Supernatural (Part.1),node,UgxcDyPuarYC5L6Gzjd4AaABAg,,3개국어섞은거대박이다 ㅠㅠ 이것도따라하겠네..ㅋㅋㅋㅋ,@맥메이,2024-06-21T05:11:55Z,2,2,즐거움/신남,0.9315299391746521
NewJeans,Ditto (side B),reply,,Ugxkp5aYivkw4J0B1R94AaABAg,영화 좋아하시나봐요. 저도 같은 생각했습니다. 뮤비가 전반적으로 00년대 독립 단편을 보는 것 같아요. 예전 애드벌룬이라는 여고생들 나오는 단편도 떠오르네요.,@holasj13,2022-12-20T12:13:55Z,1,2,감동/감탄,0.9164201021194458
NewJeans,Super Shy,reply,,UgyObulfPPvSaQzDCFR4AaABAg,유치한 글쓰는애들보면 왜 음... 생각날까요 ㅋㅋ,@악플관리자,2023-07-12T19:48:17Z,0,0,한심함,0.8930933475494385
NewJeans,Attention,node,UgzzqwgnbZXp0cyPiVh4AaABAg,,데뷔할때 전원 미자였다는데 대박임,@shdkcjdbxlxue,2024-05-07T21:02:59Z,4,2,감동/감탄,0.9732796549797058
NewJeans,Zero,node,UgyDW_3gaTwt70XUfQp4AaABAg,,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웃어서 죄송합니다.,@너굴맨-i6o,2023-04-04T08:27:12Z,2,2,즐거움/신남,0.8515021800994873
